OBJECTID,INCKEY,COLDETKEY,ADDRTYPE,COLLISIONTYPE,DISTANCE,EXCEPTRSNCODE,EXCEPTRSNDESC,FATALITIES,INATTENTIONIND,INCDATE,INCDTTM,INJURIES,INTKEY,JUNCTIONTYPE,LIGHTCOND,Lightcode,LOCATION,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,REPORTNO,ROADCOND,roadcode,SDOT_COLCODE,SDOT_COLDESC,SDOTCOLNUM,SEGKEY,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,ST_COLCODE,ST_COLDESC,STATUS,UNDERINFL,VEHCOUNT,WEATHER,Shape,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO
88360,88234,88234,Block,Cycles,351.5,,,0,,10/04/2008 12:00:00 AM +0000,10/4/2008,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,35TH AVE NE BETWEEN NE 100TH ST AND NE 103RD ST,0,1,,1,2617745,Dry,1,69,PEDALCYCLIST OVERTURNED IN ROAD,8278008,5385,1,2b,Serious Injury Collision,Y,45,Bicycle,Matched,0,0,Clear or Partly Cloudy," 47.702084341000045, -122.29074800999996 ",4124,0,N,08-373950
88384,87414,87414,Block,Cycles,310.5,,,0,,07/12/2008 12:00:00 AM +0000,7/12/2008 13:45,1,,Mid-Block (not related to intersection),Daylight,3,N 77TH ST BETWEEN DAYTON AVE N AND FREMONT AVE N,0,1,,2,C707630,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8194036,15865,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.68475316300004, -122.35115354299995 ",0,0,N,
88494,88243,88243,Intersection,Cycles,0,,,0,,09/14/2008 12:00:00 AM +0000,9/14/2008 15:39,1,29052,At Intersection (intersection related),Daylight,3,BROADWAY E AND E OLIVE WAY,0,1,,2,2882243,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8258005,9452,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.61990774700007, -122.32087289199995 ",6798,0,N,08-345467
88511,87534,87534,Intersection,Cycles,0,,,0,,08/08/2008 12:00:00 AM +0000,8/8/2008,1,28762,At Intersection (intersection related),Daylight,3,BOREN AVE N AND MERCER SR ST,0,1,,2,2899680,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8221003,11775,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.62454274700008, -122.33582712499998 ",0,0,N,2008-294246
88518,87929,87929,Block,Cycles,200.5,,,0,,12/09/2008 12:00:00 AM +0000,12/9/2008,0,,Driveway Junction,Dark - Street Lights On,1,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,0,1,,2,3282442,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8344034,11049,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Overcast," 47.60201533500003, -122.33321300699998 ",36188,0,N,08-459771
88525,87662,87662,Block,Cycles,172.5,,,0,Y,09/15/2008 12:00:00 AM +0000,9/15/2008 21:08,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,RAINIER AVE S BETWEEN S WELLER ST AND S LANE ST,0,1,,2,2899386,Dry,1,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",8259006,12343,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.59707290400007, -122.31244148699994 ",24371,0,N,2008-347148
88606,88189,88189,Intersection,Cycles,0,,,0,,10/19/2008 12:00:00 AM +0000,10/19/2008 9:46,1,25349,At Intersection (intersection related),Daylight,3,6TH AVE NW AND NW 49TH ST,0,1,Y,3,3283632,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8293004,7934,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.66438284600008, -122.36399733999997 ",0,0,N,08-393022
88635,87392,87392,Block,Cycles,490.5,,,0,,06/17/2008 12:00:00 AM +0000,6/17/2008 16:50,1,,Driveway Junction,Daylight,3,S ROYAL BROUGHAM WAY BETWEEN OCCIDENTAL AVE S AND DEAD END,0,1,Y,2,2797455,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8169027,21215,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.59241153600004, -122.33133109099998 ",0,0,N,08 219173
88656,87131,87131,Block,Cycles,161,,,0,,05/27/2008 12:00:00 AM +0000,5/27/2008 16:43,1,,Mid-Block (but intersection related),Daylight,3,BLANCHARD ST BETWEEN 8TH AVE AND WESTLAKE AVE,0,1,Y,2,2908466,Dry,1,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",8148002,9298,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.617590446000065, -122.33876683999995 ",0,0,N,08-191006
88682,86339,86339,Intersection,Cycles,0, ,,0,,03/21/2008 12:00:00 AM +0000,3/21/2008 8:39,1,32046,At Intersection (intersection related),Daylight,3,DELRIDGE WAY SW AND SW ANDOVER ST,0,1,,2,2792607,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8081001,9960,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.568347464000055, -122.36328260899995 ",0,525306,N,08-104081
88685,86598,86598,Block,Cycles,51,,,0,,05/20/2008 12:00:00 AM +0000,5/20/2008 9:05,1,,Mid-Block (but intersection related),Daylight,3,NW 42ND ST BETWEEN 6TH E AVE NW AND 6TH W AVE NW,0,1,,2,2897259,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8141010,18305,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining," 47.65776310600006, -122.36377357999999 ",0,0,N,08-18247
88727,88196,88196,Intersection,Cycles,0,,,0,,10/14/2008 12:00:00 AM +0000,10/14/2008 15:34,1,29508,At Intersection (intersection related),Daylight,3,DENNY WAY AND TERRY AVE,0,1,Y,2,3280735,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8288023,10016,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.61852939200003, -122.33728173199995 ",23507,0,N,2008 386597
88734,88194,88194,Intersection,Cycles,0,,,0,,10/15/2008 12:00:00 AM +0000,10/15/2008 13:55,1,28049,At Intersection (intersection related),Daylight,3,FLORENTIA ST AND WARREN AVE N,0,1,Y,2,3280702,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8289027,10458,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.646888114000035, -122.35450291799998 ",34773,0,N,08-387838
88769,87519,87519,Intersection,Cycles,0,,,0,,10/02/2008 12:00:00 AM +0000,10/2/2008,1,26803,At Intersection (intersection related),Dark - Street Lights On,1,STONE WAY N AND N 44TH ST,0,1,,2,3276813,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8276021,12967,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.65995950800004, -122.34221726399994 ",0,0,N,2008-371244
88875,86331,86331,Intersection,Cycles,0,,,0,,09/06/2008 12:00:00 AM +0000,9/6/2008,1,25184,At Intersection (intersection related),Daylight,3,SHILSHOLE AVE NW AND NW 46TH ST,0,1,,2,2794816,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8250001,12827,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.66220710200008, -122.37830241899997 ",41180,0,N,08-334259
88891,87507,87507,Intersection,Cycles,0, ,,0,,01/18/2008 12:00:00 AM +0000,1/18/2008 17:53,1,28915,At Intersection (intersection related),Dark - Street Lights On,1,4TH AVE N AND MERCER ST,0,1,Y,2,2906904,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8018002,6148,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.624564331000045, -122.34887678099994 ",0,521962,N,2008-023887
88898,87248,87248,Block,Cycles,91,,,0,,06/11/2008 12:00:00 AM +0000,6/11/2008 14:38,1,,Mid-Block (but intersection related),Daylight,3,3RD AVE NW BETWEEN NW 52ND S ST AND NW MARKET ST,0,1,,2,2905886,Dry,1,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",8163005,4444,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.666669383000055, -122.36080092399999 ",27129,0,N,2008-210774
88916,86978,86978,Intersection,Cycles,0,,,0,,05/04/2008 12:00:00 AM +0000,5/4/2008,1,24318,At Intersection (intersection related),Daylight,3,GREENWOOD AVE N AND N 73RD ST,0,1,,3,2894014,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8125031,10740,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.68180516000007, -122.35530362299994 ",4445,0,N,08-159903
89065,86842,86842,Block,Cycles,231.5,,,0,,04/24/2008 12:00:00 AM +0000,4/24/2008 18:45,1,,Mid-Block (not related to intersection),Dusk,4,LAKE WASHINGTON BLVD S BETWEEN S ANGELINE ST AND S FERDINAND ST,0,1,,2,2898182,Unknown,5,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8115017,11243,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Unknown," 47.558864311000036, -122.26366574299999 ",38101,0,N,08-147146
89092,88109,88109,Block,Cycles,166.5,,,0,,03/24/2008 12:00:00 AM +0000,3/24/2008 12:07,1,,Mid-Block (but intersection related),Daylight,3,BROADWAY E BETWEEN E THOMAS ST AND E HARRISON ST,0,1,,1,2792421,Dry,1,69,PEDALCYCLIST OVERTURNED IN ROAD,8084008,9453,0,2,Injury Collision,,45,Bicycle,Matched,0,0,Clear or Partly Cloudy," 47.62153060600008, -122.32089890399999 ",6791,0,N,08-017836
89108,87758,87758,Intersection,Cycles,0,,,0,,08/22/2008 12:00:00 AM +0000,8/22/2008 16:43,1,33106,At Intersection (intersection related),Daylight,3,7TH AVE S AND S LUCILE ST,0,1,,2,3279485,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8235004,8222,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.55336811600006, -122.32390855599999 ",0,0,N,08-313465
89121,86443,86443,Block,Cycles,153,,,0,,10/18/2008 12:00:00 AM +0000,10/18/2008 0:34,0,,Mid-Block (not related to intersection),Dark - Street Lights On,1,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,0,1,,2,2907135,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8292001,1185,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Overcast," 47.60130412800004, -122.33418005599998 ",0,0,N,2008-391473
89128,87622,87622,Intersection,Cycles,0, ,,0,,08/28/2008 12:00:00 AM +0000,8/28/2008 15:00,1,27180,At Intersection (intersection related),Daylight,3,LATONA AVE NE AND NE 45TH ST,0,1,,2,C709247,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8241043,11295,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.66134408700003, -122.32510772899997 ",0,523674,N,
89141,87751,87751,Block,Cycles,692.5,,,0,,11/07/2008 12:00:00 AM +0000,11/7/2008,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,HARBOR AVE SW BETWEEN SW MARYLAND PL AND CALIFORNIA WAY SW,0,1,,2,2803903,Wet,2,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",8312008,10814,0,2,Injury Collision,,45,Bicycle,Matched,1,1,Raining," 47.59131555300007, -122.38237552699997 ",4105,0,N,2008-417807
89188,86834,86834,Intersection,Cycles,0,,,0,,06/17/2008 12:00:00 AM +0000,6/17/2008 6:57,1,24483,At Intersection (intersection related),Daylight,3,ROOSEVELT WAY NE AND NE 68TH ST,0,1,Y,2,3277628,Wet,2,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8169006,12618,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining," 47.67801242100006, -122.31739331799997 ",9408,0,N,08-218518
89247,86565,86565,Intersection,Cycles,0,,,0,,06/08/2008 12:00:00 AM +0000,6/8/2008,1,26863,At Intersection (intersection related),Daylight,3,STONE WAY N AND N 39TH ST,0,1,Y,2,3278006,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8160002,12959,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.654120093000074, -122.34250125799997 ",6304,0,N,2008-206928
89315,86561,86561,Intersection,Cycles,0, ,,0,,04/10/2008 12:00:00 AM +0000,4/10/2008 18:20,2,29576,At Intersection (intersection related),Daylight,3,5TH AVE AND PIKE ST,1,1,,2,2898693,Dry,1,64,PEDALCYCLIST STRUCK PEDESTRIAN,8101003,7237,0,2,Injury Collision,,45,Bicycle,Matched,0,0,Raining," 47.61067790300007, -122.33557402499997 ",21847,523699,N,08 129287
89378,86302,86302,Block,Cycles,155.5,,,0,,08/19/2008 12:00:00 AM +0000,8/19/2008 13:24,1,,Mid-Block (not related to intersection),Daylight,3,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,0,1,Y,2,3274104,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8232003,12386,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.558253500000035, -122.28524315499999 ",0,0,N,2008-309404
89402,86554,86554,Block,Cycles,412.5,,,0,,09/09/2008 12:00:00 AM +0000,9/9/2008,2,,Mid-Block (not related to intersection),Dark - Street Lights On,1,SW SPOKANE BR BETWEEN SW SPOKANE E ST AND SW SPOKANE W ST,1,1,,2,2792932,Dry,1,64,PEDALCYCLIST STRUCK PEDESTRIAN,8253004,22804,0,2,Injury Collision,,45,Bicycle,Matched,0,0,Unknown," 47.57137820400004, -122.35356018699997 ",0,0,N,08-337371
89441,87215,87215,Intersection,Cycles,0,,,0,,06/27/2008 12:00:00 AM +0000,6/27/2008 12:47,1,27153,At Intersection (intersection related),Daylight,3,EASTLAKE AVE E AND FUHRMAN AVE E,0,1,Y,2,2806190,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8179006,10579,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.65157827200005, -122.32127525699997 ",6078,0,N,08-233375
89500,87599,87599,Intersection,Cycles,0,,,0,,09/17/2008 12:00:00 AM +0000,9/17/2008 16:46,1,32498,At Intersection (intersection related),Daylight,3,S ALASKA ST AND S COLUMBIAN WAY,0,1,,1,3279680,Dry,1,69,PEDALCYCLIST OVERTURNED IN ROAD,8261007,11936,0,2,Injury Collision,Y,45,Bicycle,Matched,0,0,Clear or Partly Cloudy," 47.56163728300004, -122.297283102 ",0,0,N,08-349833
89517,87604,87604,Intersection,Cycles,0,,,0,,01/11/2008 12:00:00 AM +0000,1/11/2008 10:02,1,29366,At Intersection (intersection related),Daylight,3,19TH AVE E AND E THOMAS ST,0,1,,2,2793570,Wet,2,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8011004,2656,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.62048727900003, -122.30735048599996 ",35317,0,N,08-013489
89562,87066,87066,Block,Cycles,164,,,0,,08/02/2008 12:00:00 AM +0000,8/2/2008,1,,Driveway Junction,Daylight,3,E JEFFERSON ST BETWEEN 11TH AVE AND 12TH AVE,0,1,Y,2,2899332,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8215002,14219,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.606204501000036, -122.31744752899999 ",10458,0,N,2008-285149
89617,88023,88023,Intersection,Cycles,0,,,0,,07/23/2008 12:00:00 AM +0000,7/23/2008 13:10,1,28791,At Intersection (intersection related),Daylight,3,THOMAS ST AND WESTLAKE AVE N,0,1,Y,2,2900214,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8205020,13140,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.62087408300005, -122.33846537399995 ",24570,0,N,08-270934
89626,86538,86538,Intersection,Cycles,0, ,,0,Y,06/13/2008 12:00:00 AM +0000,6/13/2008 18:54,1,29292,At Intersection (intersection related),Dusk,4,M L KING JR WAY E AND E MADISON ST,0,1,,2,2882705,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8165003,4261,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.62331723700004, -122.29642410499997 ",0,524071,N,2008-213920
89674,87722,87722,Intersection,Cycles,0,,,0,,11/24/2008 12:00:00 AM +0000,11/24/2008 14:05,1,26215,At Intersection (intersection related),Daylight,3,37TH AVE NE AND NE 55TH ST,0,1,,2,3276936,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8329005,5701,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.66851081200008, -122.28796842999998 ",0,0,N,08-440625
89737,86665,86665,Intersection,Cycles,0,,,0,,07/15/2008 12:00:00 AM +0000,7/15/2008 8:30,1,30501,At Intersection (intersection related),Daylight,3,5TH AVE S AND S MAIN ST,0,1,,2,2616262,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8197002,7358,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60003407600004, -122.32766333399996 ",35997,0,N,08-259497
89752,88016,88016,Block,Cycles,209.5,,,0,,10/12/2008 12:00:00 AM +0000,10/12/2008 0:59,1,,Mid-Block (but intersection related),Dark - Street Lights On,1,12TH AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,0,1,,2,2899583,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,8286022,1553,0,2,Injury Collision,,45,Bicycle,Matched,1,1,Clear or Partly Cloudy," 47.622538606000035, -122.31676389699999 ",10933,0,N,2008-383505
89828,87451,87451,Block,Cycles,128,,,0,,09/26/2008 12:00:00 AM +0000,9/26/2008 16:44,1,,Mid-Block (but intersection related),Daylight,3,EAST GREEN LAKE DR N BETWEEN WALLINGFORD AVE N AND GREEN LAKE DR N,0,1,Y,2,3283836,Dry,1,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",8270021,14069,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.68566719700004, -122.33727494899995 ",9780,0,N,08-362214
89856,86659,86659,Intersection,Cycles,0,,,0,,05/25/2008 12:00:00 AM +0000,5/25/2008 16:51,1,29469,At Intersection (intersection related),Daylight,3,LAKE WASHINGTON BLVD E AND MCGILVRA BLVD E,0,1,Y,2,2621798,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8146007,5966,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.62124412900005, -122.28307237499996 ",35989,0,N,08-188466
89865,86657,86657,Block,Cycles,167.5,,,0,,10/29/2008 12:00:00 AM +0000,10/29/2008 7:10,1,,Mid-Block (but intersection related),Dawn,2,DAYTON AVE N BETWEEN N 67TH ST AND N 68TH ST,0,1,,2,2894074,Dry,1,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",8303005,9910,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.67826897900005, -122.35260895199997 ",0,0,N,2008-408971
89883,86265,86265,Block,Cycles,167,,,0,,09/19/2008 12:00:00 AM +0000,9/19/2008 20:50,1,,Mid-Block (but intersection related),Dark - Street Lights On,1,E UNION ST BETWEEN 18TH AVE AND 19TH AVE,0,1,,2,2899394,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8263004,14896,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.61290001800006, -122.30818486599998 ",9334,0,N,2008-352936
89901,86131,86131,Block,Cycles,215.5,,,0,,03/16/2008 12:00:00 AM +0000,3/16/2008 4:18,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,S ALBRO PL BETWEEN CORGIAT DR S AND SWIFT AVE S,0,1,,2,2828425,Wet,2,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8076008,19331,0,2,Injury Collision,,45,Bicycle,Matched,1,1,Raining," 47.54852069000003, -122.31181883299996 ",38523,0,N,2008-097975
89919,85868,85868,Intersection,Cycles,0, ,,0,,01/04/2008 12:00:00 AM +0000,1/4/2008,1,27149,At Intersection (intersection related),Dark - Street Lights On,1,15TH AVE NE AND NE PACIFIC ST,0,1,,2,C698602,Unknown,5,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8004034,2028,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.65297596400006, -122.31246414499998 ",0,520838,N,
89966,85201,85201,Block,Cycles,211.5,,,0,,01/07/2008 12:00:00 AM +0000,1/7/2008,1,,Driveway Junction,Dark - Street Lights On,1,BROADWAY BETWEEN E PIKE ST AND E PINE ST,0,1,Y,2,2827599,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8007008,9447,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.61465412100006, -122.32078948899999 ",0,0,N,08-008600
89971,84938,84938,Block,Cycles,88.5,,,0,,07/17/2008 12:00:00 AM +0000,7/17/2008 8:36,1,,Mid-Block (not related to intersection),Daylight,3,29TH AVE E BETWEEN E REPUBLICAN ST AND E MADISON W ST,0,1,Y,2,2827550,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,8199003,4279,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.62381277500003, -122.29518442799997 ",0,0,N,2008-262325
89983,85071,85071,Intersection,Cycles,0,,,0,,01/26/2008 12:00:00 AM +0000,1/26/2008 2:06,1,29809,At Intersection (intersection related),Dark - Street Lights On,1,12TH AVE AND E JEFFERSON ST,0,1,Y,2,2795699,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8026002,1529,0,2,Injury Collision,,45,Bicycle,Matched,1,1,Clear or Partly Cloudy," 47.60620304500003, -122.31678046599995 ",10636,0,N,08-033774
90014,85859,85859,Block,Cycles,181,,,0,,09/16/2008 12:00:00 AM +0000,9/16/2008 16:35,1,,Mid-Block (but intersection related),Daylight,3,12TH AVE BETWEEN E YESLER WAY AND E FIR ST,0,1,Y,3,3286499,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8260003,1523,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.602188270000056, -122.316781849 ",10536,0,N,2008-348294
90100,85062,85062,Block,Cycles,213,,,0,Y,03/22/2008 12:00:00 AM +0000,3/22/2008 18:48,1,,Driveway Junction,Daylight,3,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,0,1,Y,3,2906708,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8082025,2756,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60779445000003, -122.33754000999994 ",0,0,N,2008-106072
90232,85184,85184,Block,Cycles,179.5,,,0,,04/27/2008 12:00:00 AM +0000,4/27/2008 12:00,1,,Driveway Junction,Daylight,3,RAINIER AVE S BETWEEN S HENDERSON ST AND S DIRECTOR N ST,0,1,Y,2,2907472,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8118001,12420,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.52281700700007, -122.26998786899998 ",24134,0,N,2008-150691
90349,85842,85842,Intersection,Cycles,0,,,0,,01/16/2008 12:00:00 AM +0000,1/16/2008 17:21,1,28258,At Intersection (intersection related),Dark - Street Lights On,1,10TH AVE E AND E NEWTON ST,0,1,Y,2,2897602,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8016004,1298,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.63725179700003, -122.32007982299996 ",6111,0,N,08-20951
90364,84918,84918,Intersection,Cycles,0,,,0,,03/04/2008 12:00:00 AM +0000,3/4/2008,1,28300,At Intersection (intersection related),Dusk,4,EASTLAKE AVE E AND E ROANOKE ST,0,1,Y,2,2623543,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8064006,10179,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.643190643000025, -122.32588681199996 ",24724,0,N,08-83454
90378,84784,84784,Intersection,Cycles,0,,,0,,05/29/2008 12:00:00 AM +0000,5/29/2008 23:45,1,28237,At Intersection (intersection related),Dark - Street Lights On,1,10TH AVE E AND E LYNN ST,0,1,,2,C704839,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8150027,1300,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.63954711300005, -122.32006287099995 ",6101,0,N,
90473,85038,85038,Intersection,Cycles,0,,,0,,05/21/2008 12:00:00 AM +0000,5/21/2008 9:10,1,27043,At Intersection (intersection related),Daylight,3,TROLL AVE N AND N 34TH ST,0,1,Y,2,2897260,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8142006,9002,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.64924012200004, -122.34741874299999 ",8816,0,N,08-182502
90504,85173,85173,Intersection,Cycles,0,,,0,Y,08/16/2008 12:00:00 AM +0000,8/16/2008 20:40,1,30911,At Intersection (intersection related),Dark - Street Lights On,1,54TH PL SW AND ALKI AVE SW,0,1,,2,2896383,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,8229041,7684,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.58270371000003, -122.40207361799997 ",0,0,N,08-305783
90547,86225,86225,Block,Cycles,117.5,,,0,Y,10/22/2008 12:00:00 AM +0000,10/22/2008 12:15,1,,Driveway Junction,Daylight,3,NE 45TH ST BETWEEN 7TH AVE NE AND 8TH W AVE NE,0,1,,2,3276817,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",8296005,16844,0,2,Injury Collision,Y,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.66131589200006, -122.32025238999995 ",0,0,N,08-396830
